PHY_IDENT,HabClass,BC_CLASS,EXP_BIO,SHORETYPE,ESI,ORI,TRSH,DUGR,SPZO,BLLI,WHLI,YELI,BARN,BLMU,GRAL,BRAL,SURF,EELG,SOBK,ROCK,DRKE,BUKE,CMECS_1,CMECS_2,LENGTH_M,Slope_calc,SHORE_PROB,LOST_SHORE,Wave_Dissipation,Orient_dir,Tidal_height,CVI_Rank,REAL,ALAR,DABK
04/01/0508/A,53,7,P,7,9A,4,P,C,N,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,C,NA,NA,S1.2.2.2,NA,1050.78,1,NA,NA,Spilling,NE,5.5,Low,NA,NA,NA
04/01/0508/B,53,6,P,6,5,5,C,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,P,NA,NA,S1.2.1.2.1,NA,559.399,12,NA,NA,Plunging,NE,5.5,Low,NA,NA,NA
04/01/0508/C,53,6,P,6,9A,5,C,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,P,NA,NA,S1.2.1.2.1,NA,78.556,6,NA,NA,Spilling,NE,5.5,Low,NA,NA,NA
04/01/0509/A,50,6,P,6,5,5,C,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,C,P,NA,NA,S1.2.1.2.1,NA,397.319,11,NA,NA,Plunging,NE,5.5,Low,NA,NA,NA
04/01/0510/A,50,6,P,6,5,5,C,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,273.975,15,NA,NA,Plunging,NE,5.5,Low,NA,NA,NA
04/01/0510/B,50,6,P,6,5,5,C,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,256.522,15,NA,NA,Plunging,N,5.5,Low,NA,NA,NA
04/01/0510/C,50,6,P,6,9A,5,C,P,N,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,P,NA,NA,S1.2.1.2.1,NA,172.291,4,NA,NA,Spilling,SE,5.5,Low,NA,NA,NA
04/01/0511/A,50,6,P,6,5,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,S1.2.1.2.1,NA,261.998,7,NA,NA,Plunging,SE,5.5,Low,NA,NA,NA
04/01/0512/A,41,6,SP,6,5,5,NA,C,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,47.313,4,NA,NA,Spilling,NE,5.5,Low,NA,NA,NA
04/01/0512/B,41,6,SP,6,5,5,NA,C,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,283.831,7,NA,NA,Plunging,N,5.6,Moderate,NA,NA,NA
04/01/0513/A,41,6,SP,6,5,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,171.522,8,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0514/A,41,6,SP,6,6A,5,C,NA,NA,N,NA,NA,P,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,297.638,9,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0515/A,41,6,SP,6,6A,5,C,C,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,260.514,11,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0516/A,41,6,SP,6,9A,5,C,P,NA,NA,NA,NA,P,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,71.437,5,NA,NA,Spilling,SE,5.6,Low,NA,NA,NA
04/01/0517/A,41,6,SP,6,6B,5,C,P,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,91.763,7,NA,NA,Plunging,E,5.6,Low,NA,NA,NA
04/01/0518/A,41,6,SP,6,6A,5,C,P,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,171.236,9,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0519/A,41,6,SP,6,6B,5,C,P,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,245.24,5,NA,NA,Spilling,NE,5.6,Low,NA,NA,NA
04/01/0520/A,41,5,SP,5,6B,4,NA,NA,NA,N,NA,NA,C,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.1,NA,210.468,10,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0521/A,40,2,SP,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.1,S1.2.1.1,59.599,25,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0522/A,41,6,SP,6,6A,5,NA,C,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,42.576,9,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0523/A,41,5,SP,5,6B,4,C,NA,NA,N,NA,NA,P,NA,P,NA,NA,NA,C,NA,NA,NA,S1.2.1.1,NA,149.55,10,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0524/A,41,2,SP,2,8D,5,C,NA,NA,N,NA,NA,P,NA,P,NA,NA,NA,C,P,NA,NA,S1.1,S1.2.1.1,227.946,7,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0525/A,41,6,SP,6,5,5,P,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,221.418,7,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0526/A,41,6,SP,6,5,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,120.919,8,NA,NA,Plunging,SE,5.6,Low,NA,NA,NA
04/01/0527/A,41,6,SP,6,6A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,226.011,6,NA,NA,Spilling,E,5.6,Low,NA,NA,NA
04/01/0528/A,41,6,SP,6,6A,5,NA,C,NA,NA,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,89.794,4,NA,NA,Spilling,NE,5.6,Low,NA,NA,NA
04/01/0529/A,41,6,SP,6,9A,5,C,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,P,C,NA,NA,NA,S1.2.1.2.1,NA,322.06,4,NA,NA,Spilling,NE,5.6,Low,NA,NA,NA
04/01/0529/B,41,6,SP,6,9A,5,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,P,C,NA,NA,NA,S1.2.1.2.1,NA,74.126,5,NA,NA,Spilling,E,5.6,Low,NA,NA,NA
04/01/0529/C,41,6,SP,6,9A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,78.546,3,NA,NA,Spilling,SE,5.6,Low,NA,NA,NA
04/01/0530/A,43,10,SP,10,10A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,S1.2,S2.3,528.194,6,NA,NA,Spilling,S,1.5,Low,NA,NA,NA
04/01/0530/B,43,6,SP,6,9A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,92.347,4,NA,NA,Spilling,S,5.6,Low,NA,NA,NA
04/01/0531/A,41,6,SP,6,9A,5,NA,NA,NA,M,NA,NA,P,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,77.676,5,NA,NA,Spilling,S,5.6,Low,NA,NA,NA
04/01/0531/B,41,6,SP,6,9A,5,NA,NA,NA,M,NA,NA,NA,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,215.142,3,NA,NA,Spilling,E,5.6,Low,NA,NA,NA
04/01/0531/C,41,6,SP,6,7,4,NA,NA,M,NA,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,59.414,2,NA,NA,Spilling,NE,5.6,Low,NA,NA,NA
04/01/0532/A,41,5,SP,5,6B,4,NA,NA,NA,M,NA,NA,P,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.1,NA,43.776,7,NA,NA,Plunging,S,5.6,Low,NA,NA,NA
04/01/0533/A,41,5,SP,5,7,4,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.1,NA,194.285,3,NA,NA,Spilling,E,5.6,Low,NA,NA,NA
04/01/0534/A,41,6,SP,6,6A,4,NA,C,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,210.358,5,NA,NA,Plunging,SE,5.6,Low,NA,NA,NA
04/01/0535/A,41,6,SP,6,6B,4,NA,NA,NA,M,NA,NA,C,NA,NA,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,116.669,6,NA,NA,Plunging,SE,5.6,Low,NA,NA,NA
04/01/0535/B,41,2,SP,2,1C,2,NA,NA,NA,M,NA,NA,C,NA,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,32.022,14,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0536/A,41,6,SP,6,5,4,NA,C,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,557.069,6,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0537/A,41,5,SP,5,6A,4,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.1,NA,419.799,7,NA,NA,Plunging,E,5.6,Low,NA,NA,NA
04/01/0538/A,30,2,SE,2,6B,4,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,NA,P,NA,S1.1,S1.2.1.1,176.33,10,NA,NA,Plunging,E,5.6,Low,NA,NA,NA
04/01/0539/A,30,2,SE,2,6B,1,NA,NA,NA,M,NA,NA,C,NA,NA,NA,NA,NA,C,C,C,NA,S1.1,S1.2.1.1,47.626,3,NA,NA,Spilling,N,5.6,Low,NA,NA,NA
04/01/0540/A,30,2,SE,2,6A,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,C,NA,S1.1,S1.2.1.1,50.769,5,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0541/A,30,3,SE,3,5,3,NA,NA,NA,M,NA,NA,NA,NA,P,NA,NA,NA,C,P,C,NA,S1.1,S1.2.1.2.1,224.207,5,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0542/A,32,7,SE,7,5,3,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,S1.2.2.2,NA,755.492,6,NA,NA,Plunging,NW,5.6,Moderate,NA,NA,NA
04/01/0543/A,32,7,SE,7,9A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,NA,S1.2.2.2,NA,578.292,6,NA,NA,Spilling,SE,5.6,Low,NA,NA,NA
04/01/0544/A,53,10,P,10,10A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,NA,S1.2,S2.3,311.691,2,NA,NA,Spilling,S,5.6,Low,NA,NA,NA
04/01/0545/A,51,6,P,6,9A,5,P,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,NA,S1.2.1.2.1,NA,476.653,3,NA,NA,Spilling,SW,5.6,Low,NA,NA,NA
04/01/0546/A,53,10,P,10,10A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2,S2.3,228.952,4,NA,NA,Spilling,SW,5.6,Low,NA,NA,NA
04/01/0546/B,53,6,P,6,5,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,140.951,25,NA,NA,Plunging,W,5.6,Low,NA,NA,NA
04/01/0547/A,53,6,P,6,9A,5,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,C,C,C,NA,NA,S1.2.1.2.1,NA,316.895,1,NA,NA,Spilling,N,5.6,Low,NA,NA,NA
04/01/0548/A,53,6,P,6,9A,5,NA,C,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,79.259,7,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0548/B,53,3,P,3,8D,5,C,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,C,NA,NA,S1.1,S1.2.1.2.1,179.511,16,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0549/A,53,6,P,6,9A,5,C,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,C,C,C,NA,NA,S1.2.1.2.1,NA,157.466,8,NA,NA,Spilling,N,5.6,Low,NA,NA,NA
04/01/0550/A,53,6,P,6,9A,4,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,C,NA,NA,S1.2.1.2.1,NA,184.271,6,NA,NA,Spilling,E,5.6,Low,NA,NA,NA
04/01/0551/A,53,6,P,6,9A,5,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,P,NA,NA,S1.2.1.2.1,NA,184.216,13,NA,NA,Plunging,S,5.6,Low,NA,NA,NA
04/01/0552/A,53,3,P,3,5,5,C,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,187.62,16,NA,NA,Plunging,E,5.6,Low,NA,NA,NA
04/01/0552/B,53,6,P,6,9A,5,C,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,88.376,4,NA,NA,Spilling,NE,5.6,Low,NA,NA,NA
04/01/0552/C,53,6,P,6,9A,5,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,333.818,3,NA,NA,Spilling,NE,5.6,Low,NA,NA,NA
04/01/0553/A,51,6,P,6,5,5,C,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,C,C,C,NA,NA,S1.2.1.2.1,NA,315.922,16,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0553/B,51,7,P,7,9A,4,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,C,NA,NA,S1.2.2.2,NA,252.242,4,NA,NA,Spilling,NE,5.6,Low,NA,NA,NA
04/01/0554/A,30,3,SE,3,5,3,NA,NA,NA,M,NA,NA,P,NA,C,NA,NA,NA,NA,P,NA,NA,S1.1,S1.2.1.2.1,196.097,5,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0555/A,32,6,SE,6,5,3,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,178.85,9,NA,NA,Plunging,NW,5.6,Moderate,NA,NA,NA
04/01/0556/A,30,6,SE,6,6A,3,P,NA,NA,M,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,199.135,10,NA,NA,Plunging,NW,5.6,Moderate,NA,NA,NA
04/01/0557/A,41,5,SP,5,6B,5,NA,NA,M,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,C,NA,NA,S1.2.1.1,NA,282.405,7,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0557/B,41,2,SP,2,6B,5,NA,NA,NA,M,NA,NA,NA,NA,C,NA,NA,NA,NA,C,NA,NA,S1.1,S1.2.1.1,113.441,6,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0557/C,41,6,SP,6,6B,4,NA,NA,M,NA,NA,NA,C,NA,P,NA,NA,NA,NA,P,NA,NA,S1.2.1.2.1,NA,40.645,8,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0557/D,41,5,SP,5,6B,5,NA,NA,M,NA,NA,NA,NA,NA,C,NA,NA,NA,C,C,C,C,S1.2.1.1,NA,299.184,4,NA,NA,Spilling,NE,5.6,Low,NA,NA,NA
04/01/0558/A,30,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,P,C,NA,NA,NA,NA,C,P,C,S1.1,S1.2.1.1,74.293,4,NA,NA,Spilling,NW,5.6,Low,NA,NA,NA
04/01/0558/B,30,3,SE,3,6B,3,NA,NA,M,M,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,P,S1.1,S1.2.1.2.1,95.11,5,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0558/C,30,2,SE,2,2A,1,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,NA,P,NA,P,S1.1,S1.2.1.1,112.177,7,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0558/D,30,6,SE,6,6B,3,NA,NA,M,NA,NA,NA,C,NA,P,NA,NA,NA,NA,P,NA,NA,S1.2.1.2.1,NA,156.971,5,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0558/E,30,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,NA,P,NA,P,S1.1,S1.2.1.1,129.139,7,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0558/F,30,3,SE,3,6B,3,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,NA,NA,NA,NA,S1.1,S1.2.1.2.1,51.474,5,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0558/G,30,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,P,S1.1,S1.2.1.1,176.562,6,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0558/H,30,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,P,P,NA,NA,NA,NA,C,NA,P,S1.1,S1.2.1.1,118.49,11,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0559/A,30,3,SE,3,6B,5,NA,NA,NA,M,NA,NA,C,P,C,NA,NA,NA,NA,P,NA,P,S1.1,S1.2.1.2.1,118.963,11,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0560/A,30,3,SE,3,5,3,NA,NA,M,NA,NA,NA,C,NA,P,NA,NA,NA,NA,NA,NA,P,S1.1,S1.2.1.2.1,196.369,5,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0561/A,32,6,SE,6,5,3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,130.927,7,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0562/A,32,6,SE,6,5,3,NA,P,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,152.526,8,NA,NA,Plunging,NW,5.6,Moderate,NA,NA,NA
04/01/0563/A,32,6,SE,6,5,3,NA,C,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,233.82,8,NA,NA,Plunging,NW,5.6,Moderate,NA,NA,NA
04/01/0563/B,32,6,SE,6,7,3,NA,P,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,C,NA,S1.2.1.2.1,NA,96.061,4,NA,NA,Spilling,NW,5.6,Moderate,NA,NA,NA
04/01/0563/C,32,6,SE,6,7,5,NA,NA,M,NA,NA,NA,P,C,C,NA,NA,NA,NA,P,C,NA,S1.2.1.2.1,NA,261,2,NA,NA,Spilling,NW,5.6,Moderate,NA,NA,NA
04/01/0564/A,32,6,SE,6,7,3,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,S1.2.1.2.1,NA,161.498,2,NA,NA,Spilling,NW,5.6,Moderate,NA,NA,NA
04/01/0564/B,32,5,SE,5,7,5,NA,NA,M,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,C,NA,NA,S1.2.1.1,NA,481.061,4,NA,NA,Spilling,NW,5.6,Low,NA,NA,NA
04/01/0565/A,31,5,SE,5,7,5,NA,P,M,NA,NA,NA,C,C,NA,NA,NA,NA,NA,C,NA,NA,S1.2.1.1,NA,301.379,5,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0565/B,31,5,SE,5,6B,5,NA,NA,M,NA,NA,NA,C,P,P,NA,NA,NA,NA,C,C,NA,S1.2.1.1,NA,220.109,4,NA,NA,Spilling,NE,5.6,Low,NA,NA,NA
04/01/0566/A,31,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,NA,C,C,P,S1.1,S1.2.1.1,129.961,10,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0567/A,31,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,NA,C,C,P,S1.1,S1.2.1.1,247.464,6,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0568/A,30,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,NA,NA,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,83.158,7,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0568/B,30,1,SE,1,2A,1,NA,NA,NA,W,NA,NA,C,C,NA,NA,NA,NA,NA,P,C,NA,S1.1,NA,61.976,43,NA,NA,Surging,N,5.6,Low,NA,NA,NA
04/01/0569/A,31,1,SE,1,1A,2,NA,NA,NA,W,NA,NA,C,P,NA,NA,NA,NA,NA,C,C,NA,S1.1,NA,51.45,62,NA,NA,Surging,SW,5.6,Low,NA,NA,NA
04/01/0569/B,31,3,SE,3,6B,3,NA,NA,M,M,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,C,NA,S1.1,S1.2.1.2.1,112.163,6,NA,NA,Plunging,W,5.6,Low,NA,NA,NA
04/01/0570/A,31,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,P,NA,C,NA,NA,NA,NA,P,C,NA,S1.1,S1.2.1.1,201.898,8,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0570/B,31,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,P,P,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,370.425,4,NA,NA,Spilling,NW,5.6,Low,NA,NA,NA
04/01/0571/A,31,6,SE,6,6B,3,NA,NA,M,NA,NA,NA,P,NA,C,NA,NA,NA,NA,NA,C,NA,S1.2.1.2.1,NA,177.349,6,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0572/A,30,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,200.341,14,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0572/B,30,2,SE,2,1C,5,NA,NA,NA,M,NA,NA,C,NA,NA,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,136.706,29,NA,NA,Collapsing,N,5.6,Low,NA,NA,NA
04/01/0572/C,30,2,SE,2,6B,5,NA,NA,NA,W,NA,NA,C,P,NA,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,118.493,13,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0573/A,30,2,SE,2,6B,5,NA,NA,NA,W,NA,NA,C,NA,NA,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,165.645,17,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0574/A,30,6,SE,6,6B,3,NA,NA,M,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,C,NA,S1.2.1.2.1,NA,198.462,6,NA,NA,Plunging,W,5.6,Low,NA,NA,NA
04/01/0575/A,30,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,141.586,17,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0575/B,30,2,SE,2,6B,5,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,63.051,9,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0575/C,30,2,SE,2,1C,5,NA,NA,NA,W,NA,NA,C,NA,NA,NA,NA,NA,NA,C,C,C,S1.1,S1.2.1.1,177.555,19,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0576/A,30,2,SE,2,6A,5,NA,NA,NA,W,NA,NA,P,NA,P,NA,NA,NA,NA,NA,C,C,S1.1,S1.2.1.1,111.41,12,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0577/A,30,3,SE,3,6A,3,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,S1.1,S1.2.1.2.1,107.92,16,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0578/A,32,6,SE,6,5,3,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,S1.2.1.2.1,NA,99.461,10,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0579/A,32,6,SE,6,5,3,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,S1.2.1.2.1,NA,105.676,11,NA,NA,Plunging,N,5.6,Moderate,NA,NA,NA
04/01/0580/A,40,6,SP,6,6B,3,NA,C,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,NA,C,NA,S1.2.1.2.1,NA,86.321,9,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0580/B,40,3,SP,3,6B,3,NA,NA,M,NA,NA,NA,P,NA,P,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.2.1,90.109,4,NA,NA,Spilling,N,5.6,Low,NA,NA,NA
04/01/0581/A,40,2,SP,2,6B,5,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,NA,P,C,NA,S1.1,S1.2.1.1,183.963,6,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0581/B,40,2,SP,2,6B,5,NA,NA,M,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,59.292,5,NA,NA,Plunging,N,5.6,Low,NA,NA,NA
04/01/0582/A,30,2,SE,2,6B,5,NA,NA,NA,W,NA,NA,C,NA,P,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,174.368,13,NA,NA,Plunging,NE,5.6,Low,NA,NA,NA
04/01/0582/B,30,2,SE,2,1C,5,NA,NA,NA,W,NA,M,C,NA,NA,NA,NA,NA,NA,NA,C,C,S1.1,S1.2.1.1,45.692,25,NA,NA,Collapsing,N,5.6,Low,NA,NA,NA
04/01/0583/A,32,5,SE,5,6A,5,NA,NA,W,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,C,C,S1.2.1.1,NA,39.623,11,NA,NA,Plunging,W,5.6,Low,NA,NA,NA
04/01/0584/A,30,2,SE,2,1C,5,NA,NA,NA,W,NA,NA,C,NA,P,NA,NA,NA,NA,C,C,NA,S1.1,S1.2.1.1,124.844,18,NA,NA,Plunging,NW,5.6,Low,NA,NA,NA
04/01/0584/B,30,1,SE,1,1A,1,NA,NA,NA,W,NA,NA,C,P,NA,NA,NA,NA,NA,C,C,NA,S1.1,NA,22.533,43,NA,NA,Surging,NW,5.6,Low,NA,NA,NA
